"","school","mathscore"
"1502",76,61.22
"1503",76,57.02
"1504",76,54.91
"1505",76,57.76
"1506",76,53.31
"1507",76,46.86
"1508",76,57.36
"1509",76,56.55
"1510",77,36.46
"1511",77,48.25
"1512",77,30.78
"1513",77,57.02
"1514",77,58.51
"1515",77,35.82
"1516",77,39.13
"1517",77,47.8
"1518",77,44.15
"1519",77,59.43
"1520",77,53.94
"1521",77,50.34
"1522",77,49.39
"1523",77,29.01
"1524",77,35.99
"1525",77,35.07
"1526",77,41.96
"1527",77,53.31
"1528",77,47.48
"1529",77,32.08
"1530",77,52.27
"1531",78,55.08
"1532",78,42.62
"1533",78,38.36
"1534",78,54.73
"1535",78,34.9
"1536",78,30.75
"1537",78,32.9
"1538",78,33.32
"1539",78,26.46
"1540",78,34.64
"1541",78,52.21
"1542",78,34.92
"1543",78,39.53
"1544",79,63.51
"1545",79,63.4
"1546",79,49.91
"1547",79,53.43
"1548",79,48.83
"1549",79,49.93
"1550",79,62.79
"1551",79,64.09
"1552",79,79.49
"1553",79,72.55
"1554",79,84
"1555",79,57.69
"1556",79,52.53
"1557",80,62.48
"1558",80,42.74
"1559",80,64.11
"1560",80,53.75
"1561",80,55.42
"1562",80,53.54
"1563",80,40.13
"1564",80,45.13
"1565",80,61.12
"1566",80,53.87
"1567",80,47.97
"1568",80,43.9
"1569",81,48.23
"1570",81,37.81
"1571",81,47.35
"1572",81,56.62
"1573",81,44.97
"1574",81,25.28
"1575",81,54.35
"1576",81,56.86
"1577",81,41.63
"1578",81,55.61
"1579",81,62.35
"1580",81,50.82
"1581",81,57.17
"1582",81,36.79
"1583",81,39.84
"1584",81,32.85
"1585",81,61.18
"1586",81,39.68
"1587",81,41.66
"1588",81,46.64
"1589",82,35.15
"1590",82,32.17
"1591",82,52.36
"1592",82,48.27
"1593",82,25.87
"1594",83,56.17
"1595",83,37.91
"1596",83,38.19
"1597",83,58.9
"1598",83,57.52
"1599",83,52.41
"1600",83,31.98
"1601",83,33.64
"1602",83,47.22
"1603",83,46.94
"1604",83,33.09
"1605",83,47.7
"1606",83,36.01
"1607",83,39.1
"1608",84,38.26
"1609",84,55.33
"1610",84,37.47
"1611",84,30.15
"1612",84,44.88
"1613",84,46.05
"1614",84,32.28
"1615",84,53.84
"1616",84,46.8
"1617",84,60.35
"1618",84,47.24
"1619",84,32.95
"1620",84,43.38
"1621",84,58.92
"1622",84,36.55
"1623",84,49.53
"1624",84,27.88
"1625",84,42.73
"1626",84,57.23
"1627",84,44.32
"1628",84,43.47
"1629",84,40.07
"1630",84,34.82
"1631",84,41.19
"1632",85,39.95
"1633",85,66.62
"1634",85,54.45
"1635",85,30.85
"1636",85,52.96
"1637",85,47.43
"1638",85,48.87
"1639",85,58.11
"1640",85,46.53
"1641",85,50.76
"1642",85,40.58
"1643",85,58.26
"1644",85,50.4
"1645",85,46.87
"1646",85,40.59
"1647",86,47.81
"1648",86,46.43
"1649",86,64.73
"1650",86,40.79
"1651",86,54.47
"1652",86,43.66
"1653",86,54.13
"1654",86,61.37
"1655",86,57.48
"1656",86,63.36
"1657",86,44.31
"1658",86,45.53
"1659",86,51.42
"1660",86,60.42
"1661",86,62.56
"1662",86,54.03
"1663",86,60.38
"1664",87,40.5
"1665",87,59.45
"1666",87,55.11
"1667",87,56.21
"1668",87,69.23
"1669",87,63.83
"1670",87,45.59
"1671",87,68.05
"1672",87,62.95
"1673",87,60.81
"1674",87,60.33
"1675",87,50.91
"1676",87,58.43
"1677",87,55.54
"1678",87,68.99
"1679",87,56.11
"1680",87,47.85
"1681",87,46.85
"1682",87,69.55
"1683",87,47.48
"1684",87,72.19
"1685",87,56.78
"1686",88,53.64
"1687",88,60.68
"1688",88,47.62
"1689",88,35.31
"1690",88,54.37
"1691",88,61.85
"1692",88,56.25
"1693",88,47.67
"1694",88,54.13
"1695",88,49.83
"1696",88,58.58
"1697",88,61.38
"1698",88,56.11
"1699",88,67.77
"1700",88,72.48
"1701",88,35.62
"1702",88,53
"1703",88,60.69
"1704",88,51.47
"1705",88,43.35
"1706",88,52.37
"1707",89,47.32
"1708",89,49.36
"1709",89,68.77
"1710",89,62.32
"1711",89,60.13
"1712",89,48.04
"1713",89,35.16
"1714",89,48.05
"1715",89,56.48
"1716",89,52.96
"1717",89,43.68
"1718",89,49.61
"1719",89,68.98
"1720",89,55.09
"1721",89,64.44
"1722",89,48.16
"1723",89,56.4
"1724",89,56.35
"1725",89,51.24
"1726",89,50.22
"1727",89,68.46
"1728",89,53.58
"1729",89,49.65
"1730",89,65.95
"1731",89,34.77
"1732",89,52.78
"1733",90,38.31
"1734",90,49.74
"1735",90,57.46
"1736",90,48.22
"1737",90,48.12
"1738",90,59.15
"1739",90,63.94
"1740",90,40.1
"1741",90,43.41
"1742",90,59.86
"1743",90,47.28
"1744",90,28.55
"1745",90,49.9
"1746",90,42.25
"1747",90,44.14
"1748",90,46.67
"1749",90,46.91
"1750",90,56.72
"1751",90,49.39
"1752",90,49.56
"1753",90,38.97
"1754",90,44.27
"1755",90,66.26
"1756",90,42.34
"1757",90,40.88
"1758",90,64.58
"1759",90,45.16
"1760",90,54.19
"1761",90,50.73
"1762",90,40.54
"1763",91,60.44
"1764",91,40.63
"1765",91,57.74
"1766",91,40.79
"1767",91,43.21
"1768",91,50.13
"1769",91,37.08
"1770",91,48.18
"1771",91,29.71
"1772",91,72.43
"1773",91,43.77
"1774",91,49.18
"1775",91,47.63
"1776",91,44.94
"1777",91,59.78
"1778",91,38.93
"1779",91,43.63
"1780",91,51.34
"1781",91,51
"1782",91,46.3
"1783",92,56.14
"1784",92,38.46
"1785",92,57.21
"1786",92,50.47
"1787",92,47.34
"1788",92,47.54
"1789",92,47.13
"1790",92,66.16
"1791",92,59.96
"1792",92,37.97
"1793",92,30.17
"1794",92,54.08
"1795",92,51.48
"1796",92,48.79
"1797",92,47.46
"1798",92,46.31
"1799",92,60.17
"1800",92,47.56
"1801",92,26.38
"1802",92,42.77
"1803",93,61.1
"1804",93,36.34
"1805",93,33.71
"1806",93,67.09
"1807",93,48.08
"1808",93,44.74
"1809",93,50.43
"1810",93,66.19
"1811",93,64.52
"1812",93,49.29
"1813",93,60.45
"1814",93,50.49
"1815",93,44.1
"1816",93,51.03
"1817",93,34.54
"1818",93,62.06
"1819",93,62.59
"1820",93,62.27
"1821",93,50.11
"1822",93,39.9
"1823",93,52.78
"1824",93,52.19
"1825",93,42.4
"1826",93,58.32
"1827",93,56
"1828",94,36.67
"1829",94,56.94
"1830",94,50.32
"1831",94,51.76
"1832",94,38.85
"1833",94,43.8
"1834",94,45.33
"1835",94,49.19
"1836",95,59.4
"1837",95,30.76
"1838",95,48.84
"1839",95,46.12
"1840",95,45.57
"1841",95,38.25
"1842",95,31.2
"1843",95,51.25
"1844",95,44.4
"1845",95,47.2
"1846",95,60.47
"1847",95,59.81
"1848",95,41.22
"1849",95,37.78
"1850",95,46.38
"1851",95,40.2
"1852",95,32.59
"1853",95,46.54
"1854",95,41.39
"1855",95,49.8
"1856",95,44.59
"1857",95,31.56
"1858",95,43.61
"1859",95,43.66
"1860",95,62.82
"1861",96,34.08
"1862",96,42.45
"1863",96,51.4
"1864",96,49.71
"1865",96,46.13
"1866",96,68.22
"1867",96,54.47
"1868",96,29.19
"1869",96,37.22
"1870",96,47.24
"1871",96,45.11
"1872",96,52.29
"1873",96,51.76
"1874",96,47.08
"1875",96,41.26
"1876",96,46.85
"1877",96,46.12
"1878",96,47.52
"1879",96,46.23
"1880",96,51.02
"1881",96,52.68
"1882",97,32.11
"1883",97,53.89
"1884",97,46.11
"1885",97,51.3
"1886",97,45.62
"1887",97,41.36
"1888",97,48.98
"1889",97,57.27
"1890",97,36.79
"1891",97,31.97
"1892",97,53.89
"1893",97,50.54
"1894",97,34.89
"1895",97,51.57
"1896",97,35
"1897",97,57.81
"1898",97,58.98
"1899",97,37.4
"1900",97,31.91
"1901",97,56.78
"1902",97,48.43
"1903",97,40.65
"1904",97,57.64
"1905",97,49.19
"1906",97,36.75
"1907",97,35.97
"1908",97,52.68
"1909",98,49.6
"1910",98,64.88
"1911",98,54.14
"1912",98,49.68
"1913",98,57.53
"1914",98,61.81
"1915",98,57.62
"1916",98,27.87
"1917",98,41.18
"1918",98,68.95
"1919",98,50.43
"1920",98,65.62
"1921",98,34.81
"1922",98,34.45
"1923",98,48.77
"1924",98,59.68
"1925",98,71.65
"1926",98,57.7
"1927",98,59.19
"1928",98,47.8
"1929",98,62.73
"1930",98,59.31
"1931",98,36.19
"1932",98,55.36
"1933",98,45.34
"1934",98,60.27
"1935",98,57.31
"1936",98,53.32
"1937",98,43.81
"1938",98,52.49
"1939",98,52.61
"1940",99,44.37
"1941",99,58.12
"1942",99,50.76
"1943",99,53.41
"1944",99,59.47
"1945",99,47.92
"1946",99,58.59
"1947",99,51.18
"1948",99,62.03
"1949",99,52.52
"1950",99,49.41
"1951",99,45.14
"1952",99,56.6
"1953",99,50.14
"1954",99,45.59
"1955",99,64.56
"1956",99,53.19
"1957",99,49.29
"1958",99,62.04
"1959",99,46.03
"1960",99,48.52
"1961",99,34.53
"1962",99,40.65
"1963",99,49.38
"1964",100,49.45
"1965",100,62.16
"1966",100,50.38
"1967",100,39.93
"1968",100,33.23
"1969",100,48.59
"1970",100,62.84
"1971",100,50.1
"1972",100,34.55
"1973",100,59.14
"1974",100,50.54
"1975",100,39.09
"1976",100,54.6
"1977",100,39.59
"1978",100,47.87
"1979",100,58.69
"1980",100,52.53
"1981",100,50.49
"1982",100,36.77
"1983",100,50.11
"1984",100,62.42
"1985",100,50.71
"1986",100,43.24
"1987",100,56.25
"1988",100,38.42
"1989",100,54.95
"1990",100,30.29
"1991",100,47.66
"1992",100,55.43
"1993",100,29.73
